time = 2020-11-17 09:03:00 cash in hand = 738.02, portfolio value = 1613.41, unrealized PNL = 111.99 realized PNL = -638.62, holding = 1.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -44.244573273188905 and [call,puts] values are = [32. 23.] and max call price = 31.75 compared to 31.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.5260305260153473 and RSI = 67.53406257672204 and slop[-1] =-24.81496025438261 and self.submitted = 0 and upper BBand = 3606.7787814108447 and lower BBand = 3605.992616313874 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1915, and df["volume"] = 280
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 5.7920879471531 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 67
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 7.351856950436228 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.25 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 115
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 10.595795705616945 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 216
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 11.167382313231842 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 234
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 3.6009340748814305 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 312
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = -9.478340784425662 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 400
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 3.6009340748814305 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 454
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 3.6009340748814305 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 582
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 22.94176762000356 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.25 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 627
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 26.63087053872006 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.25 and max put price = 23.5 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 763
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 28.16213959350351 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.25 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 822
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 29.248826336546966 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.25 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 888
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 29.16732597667991 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.25 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 877
time = 2020-11-17 10:32:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3613.75 and bar_num = -2.0 and obv_slope = 30.005944582065855 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.1450053627877423 and RSI = 63.80413859511914 and slop[-1] =-14.547746691857826 and self.submitted = 0 and upper BBand = 3614.7663201465234 and lower BBand = 3613.6702412770705 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 855, and df["volume"] = 1000
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.0 and bar_num = -2.0 and obv_slope = 9.870642846137793 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 0
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1531.34, unrealized PNL = 17.42 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = 9.870642846137793 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 30.0 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 84
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = 0.8479156312627362 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 199
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -0.756260368011192 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 234
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -10.979001732520496 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 460
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -32.50655277566977 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 1069
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -34.84969240142869 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 1678
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -12.778508476162772 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.5 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 501
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -14.810100568418761 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.5 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 548
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -21.066684808529644 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 699
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -22.0184080269116 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 723
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -32.14535137668086 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 1014
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -33.69006752597977 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 1305
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -34.64359832708914 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 1596
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1503.59, unrealized PNL = -10.33 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -28.669838498608197 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 901
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1502.76, unrealized PNL = -11.16 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -30.574593853037385 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.5 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 956
time = 2020-11-17 10:33:00 cash in hand = 844.84, portfolio value = 1502.76, unrealized PNL = -11.16 realized PNL = -519.3, holding = 1 calls and 0 puts and ES = 3614.25 and bar_num = -2.0 and obv_slope = -32.549681497254014 and [call,puts] values are = [32. 23.] and max call price = 32.25 compared to 29.75 and max put price = 23.5 compared to 21.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.5 and EMA_9 - EMA_26 DIFF = 1.0492896565770025 and RSI = 43.21067476684449 and slop[-1] =30.005944582065855 and self.submitted = 0 and upper BBand = 3614.6150290242003 and lower BBand = 3613.8696730339216 and df["roll_max_cp"] = 3618.5 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 10551.0 and df["volume"].iloc[i-1] = 1000, and df["volume"] = 1076
