time = 2020-11-17 16:00:00 cash in hand = 2236.04, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -263.62, holding = 0.0 calls and 0.0 puts and ES = 3604.5 and bar_num = -5.0 and obv_slope = 5.965177653126778 and [call,puts] values are = [30.25 20.25] and max call price = 28.0 compared to 28.0 and max put price = 18.75 compared to 18.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 18.75 and EMA_9 - EMA_26 DIFF = -1.9437855302335265 and RSI = 19.40279797812389 and slop[-1] =-27.799494591156172 and self.submitted = 0 and upper BBand = 3604.6975935057812 and lower BBand = 3603.5795595170316 and df["roll_max_cp"] = 3611.0 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 520.0 and df["volume"].iloc[i-1] = 179, and df["volume"] = 311
time = 2020-11-17 17:04:00 cash in hand = 569.28, portfolio value = 1474.08, unrealized PNL = 10.16 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -13.383593980782658 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 21.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.38192489847142497 and RSI = 67.84400945962025 and slop[-1] =9.205823509636538 and self.submitted = 0 and upper BBand = 3609.9746958046594 and lower BBand = 3609.0618248741234 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 116, and df["volume"] = 121
time = 2020-11-17 17:04:00 cash in hand = 569.28, portfolio value = 1474.08, unrealized PNL = 10.16 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -27.694734643639116 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 21.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.38192489847142497 and RSI = 67.84400945962025 and slop[-1] =9.205823509636538 and self.submitted = 0 and upper BBand = 3609.9746958046594 and lower BBand = 3609.0618248741234 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 116, and df["volume"] = 121
time = 2020-11-17 17:04:00 cash in hand = 569.28, portfolio value = 1474.08, unrealized PNL = 10.16 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -28.09675760814762 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 21.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.38192489847142497 and RSI = 67.84400945962025 and slop[-1] =9.205823509636538 and self.submitted = 0 and upper BBand = 3609.9746958046594 and lower BBand = 3609.0618248741234 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 116, and df["volume"] = 129
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1474.08, unrealized PNL = 10.16 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.85827271098004 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 21.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = -1
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1474.08, unrealized PNL = 10.16 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.87071572529984 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 21.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = -1
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.87071572529984 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 21.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 5
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.809449367675384 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 5
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.63890687409845 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 20
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.62819108870809 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 21
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.246647791984486 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 62
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.13044999823332 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 77
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.87071572529984 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 77
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -32.81788706731161 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 77
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -29.532881318292688 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 101
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -29.391052132327705 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 102
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.87071572529984 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 102
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -28.09675760814762 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 19.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 111
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.90212638978529 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 111
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -41.87071572529984 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.5 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 117
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.69218709699991 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 149
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.69218709699991 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 149
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.6058753756881 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 167
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.6058753756881 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 167
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.6058753756881 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 167
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.6058753756881 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 167
time = 2020-11-17 17:05:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.75 and bar_num = -1.0 and obv_slope = -40.56101799650964 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.23548161306098336 and RSI = 31.631290889221713 and slop[-1] =-28.09675760814762 and self.submitted = 0 and upper BBand = 3610.0032048351213 and lower BBand = 3608.860595733243 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.5 and df["roll_max_vol"].iloc[i-1] = 340.0 and df["volume"].iloc[i-1] = 129, and df["volume"] = 177
time = 2020-11-17 17:06:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = -1.0 and obv_slope = -47.41731526497462 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.09203500737839931 and RSI = 27.90730875033255 and slop[-1] =-40.56101799650964 and self.submitted = 0 and upper BBand = 3609.9407587496153 and lower BBand = 3608.566390205333 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.0 and df["roll_max_vol"].iloc[i-1] = 312.0 and df["volume"].iloc[i-1] = 177, and df["volume"] = -1
time = 2020-11-17 17:06:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = -1.0 and obv_slope = -47.46699996921271 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.09203500737839931 and RSI = 27.90730875033255 and slop[-1] =-40.56101799650964 and self.submitted = 0 and upper BBand = 3609.9407587496153 and lower BBand = 3608.566390205333 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.0 and df["roll_max_vol"].iloc[i-1] = 312.0 and df["volume"].iloc[i-1] = 177, and df["volume"] = -1
time = 2020-11-17 17:06:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = -1.0 and obv_slope = -47.41731526497462 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.09203500737839931 and RSI = 27.90730875033255 and slop[-1] =-40.56101799650964 and self.submitted = 0 and upper BBand = 3609.9407587496153 and lower BBand = 3608.566390205333 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.0 and df["roll_max_vol"].iloc[i-1] = 312.0 and df["volume"].iloc[i-1] = 177, and df["volume"] = -1
time = 2020-11-17 17:06:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = -1.0 and obv_slope = -47.46699996921271 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.09203500737839931 and RSI = 27.90730875033255 and slop[-1] =-40.56101799650964 and self.submitted = 0 and upper BBand = 3609.9407587496153 and lower BBand = 3608.566390205333 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.0 and df["roll_max_vol"].iloc[i-1] = 312.0 and df["volume"].iloc[i-1] = 177, and df["volume"] = -1
time = 2020-11-17 17:06:00 cash in hand = 569.28, portfolio value = 1441.12, unrealized PNL = -22.8 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = -1.0 and obv_slope = -47.41731526497462 and [call,puts] values are = [30.25 20.25] and max call price = 30.0 compared to 28.25 and max put price = 21.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.09203500737839931 and RSI = 27.90730875033255 and slop[-1] =-40.56101799650964 and self.submitted = 0 and upper BBand = 3609.9407587496153 and lower BBand = 3608.566390205333 and df["roll_max_cp"] = 3611.75 and df["roll_min_cp"] = 3608.0 and df["roll_max_vol"].iloc[i-1] = 312.0 and df["volume"].iloc[i-1] = 177, and df["volume"] = -1
